Text-ID	Sentence-ID	Text
A26024	58	women are just as capable as men and should be able to do any job they choose
A26024	59	allowing women in combat gives us the numbers we need to be ready with trained soldiers for anything that might come up
A26024	60	we should prohibit women in combat because it would be distracting for the men who would feel the need to protect them during battles.
A26024	61	women are physically weaker than men so it does not make sense to allow women in combat.
A26024	62	women should be prohibited from combat roles as their absence is detrimental to their children
A26024	63	women don't belong on the battlefield because there are so many things that can go wrong if they get too emotional
A26024	64	there are many combat roles that woman can handle as well as if not better than men due to their unique viewpoint.
A26024	65	women are physically and emotionally exceptional performers  in high pressure situations and should not be prohibited from combat.
A26024	66	a woman fighting in nature is a last resort, a do or die moment, so a woman in combat is formidable and should be valued and to prohibit women in combat would be to deny a wonderful resource.
A26024	67	Women are not physically able to perform the same roles as men in the military and are too emotional for combat
A26024	68	women are as capable as men to enter in armed combat
A26024	69	We do not want women to be in the front line of danger.
A26024	70	women are mentally and physically just as "tough" during combat and they have a definite place in combat and should not be prohibited from combat
A26024	71	Equal rights for women makes it obvious that they also have the equal right to be part of our combat forces.
A26024	72	women in combat can provide a distraction and a liability.
A26024	73	women are perceived to be the weaker sex and could leave us at a disadvantage.
A26024	74	women are weaker than men so it is folly to allow them to engage in combat.
A26024	75	we should not prohibit women in combat because they have the same rights as men
A26024	76	women can be of service in combat just as much as men.
A26024	77	women are allowed just as much as men to go to war.
A26024	78	women are generally weaker than men. having women in combat increases the risk for all involved.
A26024	79	Women should not be banned from combat as they are now an intergral part of the military and have proved to be as proficient as men in the roles they have filled.
A26024	80	they are equally as strong as men so they should be allowed to fight
A26024	81	There are cases where women have excelled in combat especially as fighter pilots and strategic leadership.
A26024	82	women are more fragile and might not be able to do as good of a job as men
A26024	83	women should be prohibited from combat because they are overmatched on average by the men they are fighting.
A26024	84	women in combat could be at greater risk of harm if they are less physically capable
A26024	85	women  in combat is perfectly acceptable because they can do just as much as men
A26024	86	women should be prohibited from combat roles because they are not physically able to perform many of the tasks required
A26024	87	all citizens should be given equal opportunity. if a woman wants to support her country on the battlefield, she should be able to do so.
A26024	88	we shouldn't prohibit women in combat because it can help advance their careers
A26024	89	who but a misogynist would doubt their capacity for courage, aggressiveness or grace under fire at this point
A26024	90	women have shown to be equal to men in many areas; armed combat could be another one of those areas.
A26024	91	prohibiting women in combat is sexist.  women are just as capable of men in combat with proper training.
A26024	92	women shouldn't be stopped from fighting based purely on their gender; instead tests should be carried out on everyone wanting to fight to ensure they meet the minimum standards.
A26024	93	women can do anything men can and it is an archaic thought to believe they should be kept away from war situations.
A26024	94	women in the military should be created equally as they receive the same rate of pay.
A26024	95	we should not prohibit women in combat as many can and will out perform men.
A26024	96	we should not prohibit women in combat because they have every much right to fight for their country as men.
A26024	97	we should stop woman going into combat because they are not as physically strong as men and are more likely to fail or get killed.
A26024	98	women play a crucial role in combat.
A26024	99	as a whole, women are more emotional and may not be able to handle combat emotionally
A26024	100	women have the knowledge and abilities to be able to contribute in any combat situation.
A26045	1	racial profiling is a preconceived idea of people that views an entire race as criminal
A26045	2	racial profiling promotes reverse racism
A26045	3	racial profiling is a way of legitimizing racism in law enforcement and should be stopped.
A26045	4	racial profiling is efficient because it narrows down who they are looking for
A26045	5	Certain races and ethnic groups commit more crimes than others, so it makes sense to scrutinize them more closely.
A26045	6	racial profiling unfairly targets innocent people.
A26045	7	sometimes we need to look at the real facts and act accordingly.
A26045	8	racial profiling can be used as a form of intimidating a sector of society
A26045	9	racial profiling does more harm than good because it destroys trust between law enforcement agencies and minority communities, making policing much harder
A26045	10	We should not end racial profiling as it has been proven to have good results.
A26045	11	Racial profiling is an unreliable practice based on stereotypes.
A26045	12	certain types of profiling are necessary. you dont really need to check 95 year old ladies walking down the street if you are looking for a bank robber.
A26045	13	raciel profiling that is built from data and statistics is a useful tool in finding criminals and keeping us safe.
A26045	14	racial profiling has been proven to be an effective tool in preventing crime
A26045	15	this madness is just wrong and racial profiling is as the matter of fact racial discrimination and abuse!!!
A26045	16	racial minorities commit more crime than other people so it's good to use
A26045	17	there are some crimes, like terrorism, where it is just expedient.
A26045	18	racial profiling targets minorities whether they actually committed these crimes or not.
A26045	19	racial profiling is a tool for police to make crime solving faster. if the majority of certain crimes are committed by a specific race then that's simply where they need to focus
A26045	20	racial profiling is discriminates against innocent people
A26045	21	racial profiling leads to false accusations and is unfair to those who have done nothing wrong
A26045	22	it enforces the stereotype that all people of a certain race are dangerous criminals
A26045	23	racial profiling is discrimination and should be illegal.
A26045	24	it is raciest and has no place in todays society.
A26045	25	no one should be thought to be suspicious just because of their race or color.
A26045	26	Law-abiding citizens in groups that are racially profiled against may be unwilling to cooperate with law enforcement.
A26045	27	Racial profiling is legal in certain cases, such as in cases of immigration.
A26045	28	it is a fact that race, however distasteful this is, is often a predisposition to crime. we should work to change that but whilst it is a fact, must use that intelligence to protect the whole
A26045	29	there is no reason to use this ancient belief process, and we unfairly assign negative aspects to a group of people that do not deserve it.
A26045	30	racial profiling is indiscriminatory and it should end
A26045	31	racial profiling is necessary to keep our country safe from its enemies.
A26045	32	we should end racial profiling because it is racist and doesn't actually do anything to lower crimes
A26045	33	racial profiling can be more misleading than accurate and can discriminate against minority groups
A26045	34	there are certain races that commit certain crimes. it's just a fact. by allowing racial profiling  you are allowing law enforcement to solve crimes faster than by assuming anyone could have done it.
A26045	35	racial profiling does nothing but permits law enforcement to commit legalized racism.
A26045	36	making a decision on race alone is pure racism
A26045	37	racial and ethnic discrimination occurs on a daily basis while preventing the progress of millions of people around the world
A26045	38	Racial profiling makes the people being profiled feel unsafe and afraid.
A26045	39	racial profiling shouldn't be banned because it offers the potential of stopping a crime
A26045	40	racial profiling serves no purpose because you are stereotyping a population.
A26045	41	Racial profiling forces people into a life of crime by treating them like a criminal regardless of whether they have committed a crime.
A26045	42	racial profiling is an act of institutionalized racism and should be abolished right now
A26045	43	Racial profiling helps law enforcement and Homeland Security recognize threats sooner and keep the country safer.
A26045	44	having racial profiling is improving in countries statistic and nothing wrong with that.
A26045	45	in certain situations, for example airports, racial profiling is necessary and effective for determining high risk members of the public, to ensure the safety of others
A26045	46	racial profiling is one form of profiling and when combined with others is effective
A26045	47	racial profiling is discrimination and not right
A26045	48	racial profiling violates equal rights.
A26045	49	racial profiling has been proven to be useful, as certain groups of people are more likely to commit particular crimes
A26045	50	Racial profiling can be used for reparative justice and reparations.
A26045	51	we should not end racial prfiling because it helps the police get the bad guys
A26045	52	Racial profiling is the most efficient way to stop crimes and terrorism.
A26045	53	we should not end racial profiling because there will always be classifications that have higher trust statistics.
A26045	54	Racial profiling is dangerous as too many innocent people are targeted just because of their race.
A26045	55	racial profiling can help lead to terrorist activities due to certain groups originating in a certain region
A26045	56	in some areas, certain races are more likely to commit crimes and therefore it helps the police to have a profile to watch out for.
A26045	57	racial profiling should be illegal because it isn't right to discriminate against someone because of their race.
A26045	58	racial profiling is an ample indicator of supposed crimes.
A26045	59	we should end it because it oppresses certain races and society will never be able to move on as a whole if we carry on doing this.
A26045	60	it categorically wrong and prejudicial to single people out based on race.
A26045	61	it should be allowed to help deal with crime from certain types of people.
A26045	62	it is easier to find criminals if authorities can narrow down what ethnicity of person to look for along with other distinguishing features.
A26045	63	It is immoral to target a particular group based simply on their race of ethnicity.
A26045	64	we shouldn't end racial profiling because it is a way to stop criminals before they commit crimes
A26045	65	racial profiling distracts law enforcement agencies from more useful approaches and it prevents police from serving the entire community and also prevents communities from working with the police.
A26045	66	statistics show that crimes are committed by certain types of people, so law enforcement should target those people and watch them closer.  it makes perfect sense.
A26045	67	we should not base suspicions on the color of skin, sex, religion. this is discrimination
A26045	68	racial profiling is useful to monitor what is happening in society and so we should keep it.
A26045	69	racial profiling is discriminatory and humiliating and against one's constitutional rights.
A26045	70	we should definitely end racial profiling because every individual should be judged on their character alone.
A26045	71	racial profiling only serves to fuel discrimination and racial resentment.
A26045	72	Racial profiling discriminates minorities unfairly, causing feelings of shame and anger that can in themselves cause violence and hate.
A26045	73	Racial profiling is effective. Potential criminals can be stopped before they commit a crime.
A26045	74	racial profiling suggests that all people of a skin color have similar traits. but it is not the color of the skin that suggests violence, intelligence, attitude, tastes.  do not base judgments on pass ideas.
A26045	75	racial profiling is necessary when you know for a fact that a person of a certain race has committed a crime.
A26045	76	Racial profiling is an ineffective strategy for ensuring public safety.
A26045	77	racial profiling should not be allowed as it simply causes innocent people to seem to be guilty because of the actions of a few
A26045	78	racial profiling focuses on specific races, a form of police discrimination that unfairly targets the wrong people based on their appearance.
A26045	79	racial profiling is a proven way of identifying criminals due to characteristics
A26045	80	we should end racial profiling becuase it unfairly prejudices against people who may not have ever done anything wrong in the past.
A26045	81	we shouldn't end the use of racial profiling because police can make the world safer by using crime statistics to make inferences. for security, we need to use every ploy we can to stop attacks.
A26045	82	racial profiling causes unfair surveillance of brown people, especially those who are just trying to live normal and peaceful lives that are interrupted by police hassling.
A26045	83	Racial profiling feeds racist sentiments and increases the likelihood of hate crimes.
A26045	84	any means necessary to narrow down suspects should be used when trying to solve a crime.
A26045	85	racial profiling is another tool in the toolbox of crime prevention and we should continue to use it.
A26045	86	Racial profiling damages the credibility of law enforcement officers, as well as the public's trust in them.
A26045	87	racial profiling is damaging to community morale and unfair on those selected without evidence, other than their race.
A26045	88	racial profiling is another way of creating unfair assumptions of people. this can lead to people being convicted of crimes they did not commit.
A26045	89	racial profiling has been used to target minority groups that are often victims of police brutality and harrassment.
A26045	90	saying that criminals are more likely to be a certain ethnicity is not only insulting but causes more innocent people to be interrogated or arrested.
A26045	91	Racial profiling is a good way to narrow down the dangerous people
A26045	92	racial profiling  is discriminatory to minorities. you can't just assume because someone is of a certain race that they automatically would be the one to commit the crime.
A26045	93	law enforcement must be enabled to use any tactic that allows for the prevention of crime and capture of criminals
A26045	94	we shouldn't end racial profiling because it could tie in with certain aspects of evidence that is effective
A26045	95	racial profiling allows law enforcement to understand other races and when used correctly can be beneficial for all
A26045	96	racial profiling is a proactive way to catch criminals and get them off the street
A26045	97	some groups of people are more prone to crime than others and this helps police get more criminals off the streets.
A26045	98	if we give in to the argument that racial profiling is discrimanatory, we will lose vital opportunities to catch criminals purely because of political correctness.
A26045	99	racial profiling has been proven to assist in the understanding of crime patterns, and helps with conviction rates and efficient, cost-effective policing.
A26045	100	yes, i think we should all have equality and the same rights for all
A26045	101	in a multicultural society we should remove all distinctions in ethnicity and so should end racial profiling.
A26045	102	racial profiling does no one any good. it should be ended.
A26045	103	Racial profiling keeps members of certain races oppressed and poor by consistently discriminating against them.
A26045	104	where clear evidence exists that certain crimes are predominantly committed by members of certain racial or cultural groups then racial profiling remains justified and effective.
A26045	105	we should end racial profiling because it a form of prejudice
A26045	106	racial profiling is rights violative and racist towards minorities who do no wrong
A26045	107	Racial profiling creates distrust between people of color and police.
A26045	108	figures show that certain crimes are perpetrated more by certain races, thus racial profiling is a helpful shortcut for law enforcement.
A26045	109	racial profiling can be beneficial in some areas where certain races are more likely to commit crimes.
A26045	110	racial profiling saves resources, as police know just where to head to and who is suspicious without having to investigate.
A26045	111	racial profiling is dangerous, innocent people get punished for nothing.
A26045	112	racial profiling is direct discrimination - stereotyping an individual and assuming guilt because of race. this is illegal and disgraceful
A26045	113	racial profiling is a fair trade off if it means potentially saving one life
A26045	114	we should end racial profiling because we are attempting to create an all are equal country and this just stirs the pot.
A26045	115	racial profiling impigns the rights of the innocent.
A26064	1	flag burning is a freedom of speech and as such is protected under the constitution. it is an act of defiance that must continue to be allowed to protect freedoms for all.
A26064	2	Flag burning dishonors veterans who have sacrificed lives and health for the country, and should be banned.
A26064	3	we should prohibit flag burning because it is disrespectful to the country
A26064	4	flag burning, while the majority hate it, is a simple way of protesting that is not physically hurting anyone.
A26064	5	we should prohibit flag burning because it's unpatriotic and leads to worse things like rioting.
A26064	6	if people burn the flag of the country it's usually just a protest to something going on that that person wants changed.   it doesn't necessarily mean they hate their country.   it's just an act of protest.
A26064	7	to ban flag burning would be a serious violation of the first ammendment.
A26064	8	flag burning should be prohibited because it can antagonize people in our country who take the flag and it's meaning seriously
A26064	9	flag burning is simply freedom of expression, and this should protected at all costs in a democracy.
A26064	10	the flag is an inanimate object and doesnt feel pain
A26064	11	the flag represents freedom and as disgusting as it is people should be allowed to protest as they wish
A26064	12	flag burning is deeply offensive to the country of the flag and can provoke violent retaliation.
A26064	13	flag burning should not be banned because everyone has a right to the freedom to express their political views.
A26064	14	flag burning is a mark of disrespect towards another nation and should be prohibited.
A26064	15	flag burning is unpatriotic and promotes discrimination against people from the country who's flag is being burned.
A26064	16	flag burning is a stab in the heart to the country you choose to live
A26064	17	i thnink that we should prohibit flag burningbecause is repsect of county
A26064	18	it is a symbol that many have died to protect and out of respect, it should be made illegal.
A26064	19	flag burning is better than hurting the people of a nation physically.
A26064	20	flag burning is an expression of free soeech
A26064	21	despite political beliefs, the flag is an important symbol which should be respected no matter what.
A26064	22	Prohibiting flag burning is a violation of the first amendment which prevents the state from limiting free speech.
A26064	23	Flags are strong symbology that get the point across more effectively then words, thus flag burning is a unique form of freedom of speech from letter writing or other forms of protest.
A26064	24	burning the flag is protected free speech, just like criticism of the government.
A26064	25	Flag burning is a reasonable way of expressing displeasure with the state or government and shouldn't be banned.
A26064	26	flag burning is an effective way of showing the contempt that a country is held in and will make them consider what they need to do do to address the problem
A26064	27	flag burning is simply a highly visible form of freedom of expression, which is the right of each and every citizen in a democracy.
A26064	28	flag burning is a traditional and non-violent form of protest and should not be prohibited.
A26064	29	flag burning is an outright slap in the face to all the men and women who have given their life to protect our country and that act should be banned.
A26064	30	burning our flag disrespects our country.
A26064	31	one can exercise free speech in many other ways, burning the flag is an unnecessary act that can offend a whole nation
A26064	32	this act is violent and nothing good comes out of it
A26064	33	flag burning is a well established and constitutionally protected right to protest the federal government.
A26064	34	flag burning is a delibrate act of rabble-rousing, fanning tensions with the express interest of causing unrest and violence.
A26064	35	we should definitely prohibit flag burning because it shows total disrespect for that country.
A26064	36	The flag is an important symbol of the country and shouldn't be destroyed.
A26064	37	We should not prohibit flag burning as it is an extension of free speech and people should not be prevented from acting as they feel.
A26064	38	flag burning is a peaceful and non-violent way of expressing dissatisfaction with the policies of a country.
A26064	39	flag burning is deeply offensive to some people
A26064	40	clearly it must be forbidden, the lack of respect for national symbols should not be tolerated
A26064	41	flag burning is an expression of free speech
A26064	42	flag burning should not be prohibited. unleashing our anger through the burning of flags without destroying properties should be permissible
A26064	43	everyone should be free to do whatever they want
A26064	44	free speech is protected under the first amendment, and flag burning is considered to be free speech
A26064	45	flag burning is an important expression of free speech to which people have a right in a democractic country
A26064	46	flag burning is an act of treason against the values of the united states.
A26064	47	the flag is a representation of our country.  people have died for the flag.  we should respect the flag, respect the country and stop allowing the burning of the flag.
A26064	48	the supreme court has ruled that flag burning is a form of free speech and is protected
A26064	49	burning the flag is a strong and valid way of making a statement against an oppressive regime that is non-violent
A26064	50	burning the flag is freedom of speech and should be allowed
A26064	51	flag burning sends a harmful message to others about respect for their country and can lead to even more dangerous acts.
A26064	52	flags are powerful symbols of national identity and burning them is a symbolic act of aggression against the people identifying with the banner. as it can be an incitement to violence, it should not be allowed
A26064	53	flag burning is like spitting in this country's ideals
A26064	54	flag burning is a personal protest that inflicts physical harm on no one
A26064	55	prohibiting flag burning threatens freedom of speech.
A26064	56	burning a flag is a form of free speech, therefore it forms a constitutional right and should not be banned.
A26064	57	flag burning is an offense to our veterans who have fought and died for our country and that flag.
A26064	58	it is criminal to desecrate the flag
A26064	59	We should prohibit flag burning because it divides communities and undermines civil discourse.
A26064	60	flag burning is a desecration of an important symbol of our nation.
A26064	61	the supreme court has ruled that it is a form of free speech & should not be banned
A26064	62	freedom of speech should include flag burning in order to send a strong message on the direction the country is going.
A26064	63	flag burning is a right under freedom of protest, a right that should not be violated.
A26064	64	Flag burning creates meaningful discourse that allows us to build a better state and so shouldn't be banned.
A26064	65	americans should respect the flag and the lives lost in fighting for that flag
A26064	66	flag burning can cause deep offence to people of the country of the flag and can be viewed as a form of  racism.
A26064	67	a flag is no more than a symbol, if flag burning were banned you would have to ban the burning of football shirts, etc
A26064	68	We should prohibit flag burning as it is disrespectful to whichever nation's flag is being burned and only results in reprisals and ill feeling.
A26064	69	Flag burning is deeply offensive to the majority of the population.
A26064	70	we should not prohibit flag burning since we a free country and that means we should be free to burn the flag if we want to.
A26064	71	flag burning should not be allowed as it causes civil unrest
A26064	72	flag burning serves no purpose. it further alienates and closes communication off preventing a resolution to ever happen. it's the counter to peace and solutions.
A26064	73	we should prohibit flag burning because people can be very emotional if they feel their country is being insulted and this can lead to violence.
A26064	74	burning the flag is freedom of speech and it would be unconstitutional to ban it.
A26064	75	flag burning is basically a form of treason
A26064	76	it is an american's right of freedom to burn the flag to show their displeasure again a country that continues to show disrespect of their own people.
A26064	77	the burning of our flag is a spit in the face to everything our country stands for along with the men and women who died to protect it.
A26064	78	whilst flag burning is wrong we cannot have a 'big brother' state where every move for every person is dictated by the state, people need to be educated not dictated to.
A26064	79	flag burning shouldn't be prohibited because it allows people to demonstrate their own freedom of speech in a way
A26064	80	flag burning is free speech and free speech is allowed
A26064	81	the flag represents this nation and the freedoms that are granted to all of us living here; burning it is despicable and reprehensible.
A26064	82	We allow burning and burying of worn out or old flags, it is not clear why it is different if these actions take place in the context of protest.
A26064	83	flag burning is disrespect to the country and to the men and women that have served it, so flag burning should be prohibited
A26064	84	the chemicals that flags are treated with could be harmful to our environment.
A26064	85	flag burning is disrespectful to the nation represented and will incite retaliation and potentially riots and people being hurt and killed.
A26064	86	many lives have been lost defending the flag and the country it represent. burning the flag is a complete slap in the face to everything our country stands for.
A26064	87	We should not prohibit flag burning because the law is unenforceable and will undermine respect for the justice system.
A26064	88	flag burning is a constitutional right and should not be a criminal offense
A26064	89	living in democracy, every persona has a choice to to whatever they wants in their privacy and flag burning is one of it.
A26064	90	it is unpatriotic and an act of terror.
A26064	91	flag burning is simply a form of protesting that isn't harming anyone directly.
A26064	92	we should prohibit flag burning as it is the scummiest of the scum to disrespect a country's symbol in such a manner.
A26064	93	flag burning is disrespectful to the country in which you are living
A26064	94	flag burning is freedom of speech and should not be prohibited.
A26064	95	we should prohibit flag burning because it's insensitive and highly disrespectful
A26064	96	We should prohibit flag burning as it is a visible snub to the country and massively disrespectful.
A26064	97	flag burning is a right of free speech and should be protected
A26064	98	it often inflames the situations and leads to violence
A26064	99	flag burning is a form of speech that is protected under our constitution and therefore should be allowed.
A26064	100	if people want to burn flags that's their right the state should not prohibit them from doing so
A26064	101	flag burning is just a particularly viviid example of free speech, it should be protected because of this.
A26064	102	prohibiting flag burning is a dangerous step onto the path of limiting free speech.
A26064	103	people should be free to do as they please.
A26064	104	we should prohibit flag burning because is esentail and fundamental in countris in war
A26064	105	flag burning is a freedom of expression that is protected by the first amendment of the constitution
A26064	106	we should prohibit flag burning because by burning flags it is like spitting on the country
A26064	107	the first amendment protects the right to free speech, which includes flag burning.
A26064	108	we cannot prohibit flag burning. it is a form of protest and should be protected by the first amendment which is freedom of speech.
A26064	109	flag burning is a form of freedom of speech which is a protected right.
A26064	110	flag burning is like spitting on those who have given their lives for our country and it should be banned.
A26064	111	the flag is a symbol of our nation and desecrating it should be as serious as, say, denying the holocaust happened.
A26064	112	We should prohibit flag burning because most people think it should be limited, and democracies should respect the will of the people even if it is unpalatable.
A26064	113	flag burning is a form of expression, so a ban would be unconstitutional.
A26064	114	flag burning being prohibited is just adding another law that police have to enforce and it makes little sense if it isn't damaging someone's property.
A26064	115	our flag represents the freedom of our country, people should be able to burn it as reprehensiable as it is.
A26064	116	it is a traitorous action by terrorists
A26064	117	flag burning is very disrespectful to the people that fight for the country.
A26064	118	we should prohibit flag burning because people that burn flags are genuinely not very nice people and should not be encouraged with their actions.
A26064	119	we have the freedom in the us to destroy articles that belong to us.
A26064	120	flag burning can be viewed as a freedom of expression, a right to protest, and banning these rights is unconstitutional.
A26064	121	flag burning is likely to incite violence
A26064	122	burning the flag is a valid protest, protected under the first amendment
A26064	123	flag burning is just an unnecessary and offensive act of vandalism and should be prohibited
A26064	124	flag burning is an utterly disrespectful act that should be punished
A26068	1	we should subsidize stay-at-home dads because with them staying home, they more and likely would not have the same income level had the wife stayed at home since income equality still exists.
A26068	2	The suggestion that men deserve payment for what has traditionally been women's unpaid work is problematic; it sends the message that only men's labor has value.
A26068	3	We should subsidize stay at home dads since it's so important for kids to have a father figure in their lives. Dads could be with their children and still have money to help live on.
A26068	4	stay at home dads allow mothers to have a career.
A26068	5	it is their choice to stay at home rather than go to work so why should the tax payer pay for this?
A26068	6	we should not subsidize stay-at-home dads since there are other more important issues that should be getting subsidized
A26068	7	we should subsidize stay-at-home dads because women usually don't make equal pay to the man so it would help make up the difference lacking in the wife's salary.
A26068	8	staying at home is a choice since they know they won't be getting an income
A26068	9	dads who stay home provide a great asset in the raising of future generations of children. therefore, subsidies should be given to them to help them continue in their family endeavors.
A26068	10	dads who choose to stay home are taking away resources from the potential workforce. this could hurt a nation's economy and make the future less promising for younger generations.
A26068	11	stay-at-home dads allows for the partner to be able to continue employment, much helped if the partner is in a position that provides for the family financially as well as other benefits.
A26068	12	the state can not add to its cats a subsidy to unemployed parents because it would damage society by causing the family to stop working and dedicate themselves to procreate
A26068	13	we cannot subsidize stay-at-home dads because there are numerous other issues that need funding like space exploration, health care, clean  water, and feeding the world's hungry
A26068	14	they have exactly nine months to prepare for it so any subsidizing in stay-at-home dads is just wrong.
A26068	15	subsidizing stay at home dads would help alleviate financial burdens on a lot of families
A26068	16	Stay at home dads do just as much work for taking care of the babies as stay at home moms  and should be subsidized.
A26068	17	stay at home dad's chose to be parents. no other citizen should pay to subsidize their lifestyle choice, especially the many citizens that have not had children of their own because they cannot afford to
A26068	18	the state does not choose when parents try for children and it is the individual responsibility of the parents to make sensible choices that they can afford and it's not the state's place to fund their choices
A26068	19	women have been staying home with children and have not been subsidized so men should be able to as well.
A26068	20	we should subsidize stay at home dads because they can take care of the home and family just like a woman can.
A26068	21	in an era of austerity, the country does not have sufficient funds to subsidise dads to stay at home. there are more urgent issues to consider such as poverty, housing and climate change.
A26068	22	it is essential that fathers can stay at home to look after children and the state should pay them for doing so
A26068	23	it is not the government's role to give money to parents so that they can stay at home.  how much more in taxes would have to be raised to give stay at home dads an income.
A26068	24	society cannot afford to subsidise stay-at-home dads.
A26068	25	we should absolutely not subsidize stay-at-home dads because it is an awful idea. there are so many people that need help in this world that we should focus on instead of this.
A26068	26	people, whether they are men or women should not be paid by the government to take care of their child
A26068	27	we should subsidize stay-at-home dads so more dads can stay at home to raise their children, thus reducing delinquency.
A26068	28	People should not have to choose between raising family and providing for their families.
A26068	29	we should not subsidize stay at home dads because stay at home moms are not subsidized.
A26068	30	it is important for a father to be able to spend quality time with their children
A26068	31	we should subsidize stay at home dads, the same way we subsidize stay at home mums. this also ensures mums have the same access to return to work so benefits men's and women's equal rights.
A26068	32	Stay-at-home moms have never been subsidized and the same should hold true for dads. Parents who make the choice to stay home to raise their children should live within their means.
A26068	33	dad's should be able to stay at home and if there was a subsidy for them to do so it would make them feel more able to be home with their kids.
A26068	34	stay-at-home dads should not be subsidized as it does not ensure that the dad is spending quality or nuturing time with a child and is a waste of tax-payers money.
A26068	35	the subsidy would put a financial strain on an already thinly stretched budget
A26068	36	a modern society espousing gender equality has a duty to subsidize stay-at-home dads, just as it would support mothers - this both improves womens' career prospects, and fathers' emotional bonding.
A26068	37	we should subsidize stay-at-home dads because we subsidize stay-at-home mums. to limit a benefit via gender is discriminatory.
A26068	38	we should subsidize stay at home dads and moms for that matter. both parents should be home for at least the first year during this critical time in childhood development and family bonding.
A26068	39	They must subsidize because it is a job to raise their children and take charge of maintaining a healthy home for society
A26068	40	stay at home moms aren't subsidised so why should dad's be?
A26068	41	Subsidizing stay-at-home dads will lead to more dads getting more time for their newborn child without too much strain on their wages
A26068	42	I think this may encourage more Dad's to take on childcare thus giving the child better care than being left with a Nanny or Au Pair.
A26068	43	stay at home should be compensated for the services they provide
A26068	44	if you have children, you should be responsible enough to raise them without government assistance
A26068	45	we should subsidize stay-at-home dads because it helps support gender equality and gets more women into the workforce.
A26068	46	in a world where many children lack a male role model this could be a good way to encourage fathers to spend time with their child.
A26068	47	the father's job is to provide for his family.  if he doesn't feel like working and supporting his own family, then no one else should be forced to pay to help him out.
A26068	48	we don't subsidize stay at home moms so why should we subsidize stay at home dads? especially when moms take a more active and nurturing role in raising their children, especially when they're breastfed.
A26068	49	Stay-at-home moms are not subsidized and neither should stay-at-home dads be.
A26068	50	stay-at-home dads often have a worse time than moms dealing with the loss of being a provider, allowing a subsidy would allow them to still feel as though they are providing financially.
A26068	51	because the household needs two incomes.
A26068	52	stay at home dads are a rare and valuable resource that enrich children's lives.
A26068	53	When dads stay at home, they are being supported by a working mom who gets paid less than men, so the father should be subsidized to make up the difference.
A26068	54	we should subsidize stay-at-home dads because it lets them spend more time with their kids
A26068	55	subsidizing stay at home dads would help a family financially and not put a burden on them
A26068	56	we should subsidize stay-at-home dads especially if he is the only potential income earner for the family.
A26068	57	weather it's a man or woman a society should give help to those who need it
A26068	58	we should because mothers get maternity leave for a long time after the child is born but the dad only receives it for two weeks. but if mother has better income she may want to go back to work first.
A26068	59	we should not subsidize sate-at-home dads because it makes no since as it is law that women be paid equally as men, so there should not be a deficit in their income.
A26068	60	we can't provide aide for everyone due to personal situations and stay at home dads are no exception.
A26068	61	public funds can be used more effectively for needs that the entire population faces such as education, housing and the climate crisis.
A26068	62	employers can't afford to do this its hard enough new mums have time off
A26068	63	the father, usually being the higher earner, needs to be subsidised to ensure there is enough income to support the family when there is only the mother's income which may well be considerably lower.
A26068	64	men should be out in the workforce supporting their families.
A26068	65	stay at home dads provide a valuable service to their families and potentially future society. this contributions should be subsidized so more can do this
A26068	66	stay-at-home dads are often overlooked for their contribution to raising children so to help address this we should subsidize stay-at-home dads.
A26068	67	If people have children and want to stay at home with them then it is their own responsibility to ensure that they can afford to do so and not rely on working people to subsidize them
A26068	68	the subsidy could help lift families out of poverty
A26068	69	research shows that dads are just as instrumental as moms in the early stages.
A26068	70	in the modern age dads have as much a role to play in a family and the rearing of children and should be subsidized as it makes for a more stable family and appropriate role models
A26068	71	we should subsidize stay at home parents regardless of gender, equal rights are paramount to an equal and fair society so stay at home dad's should not be excluded by gender
A26068	72	we should subsidize stay at home dads so that more women can be the primary earner.
A26068	73	stay at home dads provide vital care for children so should be financially supported.
A26068	74	it's not the duty of the state to fund fathers who wish to stay at home, tax money would be worth while being spent else where.
A26068	75	there is no need to subsidize stay at home dads because the public should not have to pay for the choice these men made to stay home.
A26068	76	stay at home dad's do more work than traditional working parents do and need to be subsidized.
A26068	77	subsidizing stay at home dads will allow them to bring in income while also raising a family.
A26068	78	we should subsidize stay-at-home dads because children grow up to be better citizens with stay-at-home dads in the house.
A26068	79	we shouldnt subsidize stay at home dads its their choice to have children
A26068	80	Stay at home dads provide a valuable service allowing for the equalization of workforce participation and equalizing gender norms, they deserve subsidizing.
A26068	81	we should subsidize stay-at-home dads if the person is not apt for work
A26068	82	stay-at-home dads are necessary to provide better education and family values when children are in full growth
A26068	83	Dads should not be subsizided to stay at home because it would be a too much of a burden on taxpayers.
A26068	84	subsidizing parents who stay at home is a good way to help them have a better life and a better future
A26068	85	no one should be subsidized for having children as it is their choice
A26068	86	stay-at-home dads require an income to let them be there for their children
A26068	87	men make greater pay in the workforce, so we should subsidize them if they choose to stay home
A26068	88	subsidizing stay-at-home dads would help women in the workplace to gain more equality and would decrease the gender pay gap.
A26068	89	they don't need the special treatment because we don't know the full situation like if the mother works full time instead
A26068	90	stay at home dads should be subsidized so that kids can be taken care of at home by a parent who is responsible for their well being.
